year,country,activity,sex,age,fatal,datetime_column,string_column,month,season
2021,ENGLAND,fishing,M,51,no,2021-06-12 00:00:00,12-Jun-2021,6,Summer
2021,AUSTRALIA,snorkeling,M,10,no,2021-06-11 00:00:00,11-Jun-2021,6,Summer
2021,NEW CALEDONIA,fishing,M,,yes,2021-05-25 00:00:00,25-May-2021,5,Spring
2021,USA,swimming,M,26,no,2021-05-23 00:00:00,23-May-2021,5,Spring
2021,AUSTRALIA,fishing,M,48,no,2021-05-21 00:00:00,21-May-2021,5,Spring
2021,AUSTRALIA,surfing,M,59,yes,2021-05-18 00:00:00,18-May-2021,5,Spring
2021,USA,kite foiling,M,35,no,2021-05-15 00:00:00,15-May-2021,5,Spring
2021,BELIZE,baiting sharks,M,57,no,2021-05-12 00:00:00,12-May-2021,5,Spring
2021,USA,wading,F,21,no,2021-05-06 00:00:00,06-May-2021,5,Spring
2021,USA,surfing,M,14,no,2021-05-03 00:00:00,03-May-2021,5,Spring
2021,JAMAICA,fishing,M,53,yes,2021-05-01 00:00:00,01-May-2021,5,Spring
2021,USA,surfing,F,64,no,2021-04-30 00:00:00,30-Apr-2021,4,Spring
2021,USA,boggie boarding,M,54,no,2021-04-29 00:00:00,29-Apr-2021,4,Spring
2021,FRENCH POLYNESIA,canoeing,M,25,no,2021-04-24 00:00:00,24-Apr-2021,4,Spring
2021,NEW CALEDONIA,stand up paddleboarding,M,53,yes,2021-04-24 00:00:00,24-Apr-2021,4,Spring
2021,USA,swimming,F,57,no,2021-04-20 00:00:00,20-Apr-2021,4,Spring
2021,AUSTRALIA,,M,,no,2021-04-19 00:00:00,19-Apr-2021,4,Spring
2021,USA,tagging sharks,,,no,2021-04-17 00:00:00,17-Apr-2021,4,Spring
2021,SOUTH AFRICA,fishing,M,38,no,2021-04-14 00:00:00,14-Apr-2021,4,Spring
2021,SOUTH AFRICA,body boarding,M,38,yes,2021-04-13 00:00:00,13-Apr-2021,4,Spring
2021,USA,swimming,M,36,no,2021-04-02 00:00:00,02-Apr-2021,4,Spring
2021,USA,,M,,no,2021-03-30 00:00:00,30-Mar-2021,3,Spring
2021,AUSTRALIA,fishing,M,27,no,2021-03-27 00:00:00,27-Mar-2021,3,Spring
2021,FRENCH POLYNESIA,swimming,M,10,no,2021-03-26 00:00:00,26-Mar-2021,3,Spring
2021,USA,,F,16,no,2021-03-25 00:00:00,25-Mar-2021,3,Spring
2021,USA,swimming,M,7,no,2021-03-25 00:00:00,25-Mar-2021,3,Spring
2021,USA,surfing,M,9,no,2021-03-21 00:00:00,21-Mar-2021,3,Spring
2021,AUSTRALIA,paddle boarding,M,75,no,2021-03-20 00:00:00,20-Mar-2021,3,Spring
2021,USA,wading,M,20,no,2021-03-18 00:00:00,18-Mar-2021,3,Spring
2021,NEW CALEDONIA,fishing,M,16,no,2021-03-02 00:00:00,02-Mar-2021,3,Spring
2021,NEW CALEDONIA,swimming,M,57,yes,2021-02-28 00:00:00,28-Feb-2021,2,Winter
2021,AUSTRALIA,fishing,M,,no,2021-02-20 00:00:00,20-Feb-2021,2,Winter
2021,USA,surfing,M,,no,2021-02-06 00:00:00,06-Feb-2021,2,Winter
2021,AUSTRALIA,surf skiing,M,17,no,2021-02-02 00:00:00,02-Feb-2021,2,Winter
2021,USA,kayaking,M,45 and 15,no,2021-02-02 00:00:00,02-Feb-2021,2,Winter
2021,AUSTRALIA,swimming,F,46,no,2021-01-29 00:00:00,29-Jan-2021,1,Winter
2021,NEW ZEALAND,swimming,M,61,no,2021-01-27 00:00:00,27-Jan-2021,1,Winter
2021,AUSTRALIA,swimming,M,58,no,2021-01-23 00:00:00,23-Jan-2021,1,Winter
2021,USA,fishing,,,no,2021-01-22 00:00:00,22-Jan-2021,1,Winter
2021,USA,snorkeling,M,73,no,2021-01-22 00:00:00,22-Jan-2021,1,Winter
2021,AUSTRALIA,snorkeling,M,32,yes,2021-01-21 00:00:00,21-Jan-2021,1,Winter
2021,BRAZIL,surfing,M,52,no,2021-01-13 00:00:00,13-Jan-2021,1,Winter
2021,AUSTRALIA,swimming,M,54,no,2021-01-13 00:00:00,13-Jan-2021,1,Winter
2021,AUSTRALIA,swimming,M,7,no,2021-01-11 00:00:00,11-Jan-2021,1,Winter
2021,ST KITTS / NEVIS,swimming,F,26,no,2021-01-09 00:00:00,09-Jan-2021,1,Winter
2021,NEW ZEALAND,swimming,F,19,yes,2021-01-07 00:00:00,07-Jan-2021,1,Winter
2021,USA,surfing,M,19,no,2021-01-03 00:00:00,03-Jan-2021,1,Winter
2021,USA,surfing,M,17,no,2021-01-02 00:00:00,02-Jan-2021,1,Winter
2021,USA,swimming,F,68,no,2021-01-02 00:00:00,02-Jan-2021,1,Winter
2020,USA,swimming,M,,no,2020-12-30 00:00:00,30-Dec-2020,12,Winter
2020,MALDIVES,fishing,M,40,no,2020-12-23 00:00:00,23-Dec-2020,12,Winter
2020,ST MARTIN,swimming,F,39,yes,2020-12-10 00:00:00,10-Dec-2020,12,Winter
2020,AUSTRALIA,surfing,M,,no,2020-12-09 00:00:00,09-Dec-2020,12,Winter
2020,USA,surfing,M,56,yes,2020-12-08 00:00:00,08-Dec-2020,12,Winter
2020,USA,surfing,M,20,no,2020-12-06 00:00:00,06-Dec-2020,12,Winter
2020,AUSTRALIA,surfing,M,29,no,2020-12-06 00:00:00,06-Dec-2020,12,Winter
2020,EGYPT,diving,F,42,no,2020-12-02 00:00:00,02-Dec-2020,12,Winter
2020,USA,snorkeling,F,35,no,2020-11-26 00:00:00,26-Nov-2020,11,Autumn
2020,NEW CALEDONIA,snorkeling,F,,no,2020-11-23 00:00:00,23-Nov-2020,11,Autumn
2020,AUSTRALIA,body boarding,M,59,yes,2020-11-22 00:00:00,22-Nov-2020,11,Autumn
2020,AUSTRALIA,surfing,M,13,no,2020-11-02 00:00:00,02-Nov-2020,11,Autumn
2020,USA,swimming,M,17,no,2020-10-31 00:00:00,31-Oct-2020,10,Autumn
2020,BAHAMAS,fishing,M,,no,2020-10-30 00:00:00,30-Oct-2020,10,Autumn
2020,USA,surfing,M,,no,2020-10-29 00:00:00,29-Oct-2020,10,Autumn
2020,EGYPT,snorkeling,,,no,2020-10-25 00:00:00,25-Oct-2020,10,Autumn
2020,AUSTRALIA,fishing,M,59,no,2020-10-24 00:00:00,24-Oct-2020,10,Autumn
2020,USA,surfing,M,,no,2020-10-21 00:00:00,21-Oct-2020,10,Autumn
2020,AUSTRALIA,surfing,M,52,yes,2020-10-09 00:00:00,09-Oct-2020,10,Autumn
2020,USA,surfing,M,31,no,2020-10-07 00:00:00,07-Oct-2020,10,Autumn
2020,AUSTRALIA,surfing,M,17,no,2020-10-04 00:00:00,04-Oct-2020,10,Autumn
2020,USA,,M,,no,2020-09-29 00:00:00,29-Sep-2020,9,Autumn
2020,USA,swimming,F,61,no,2020-09-21 00:00:00,21-Sep-2020,9,Autumn
2020,USA,snorkeling,M,30,no,2020-09-20 00:00:00,20-Sep-2020,9,Autumn
2020,AUSTRALIA,fishing,M,50s,no,2020-09-17 00:00:00,17-Sep-2020,9,Autumn
2020,AUSTRALIA,foil-boarding,M,,no,2020-09-16 00:00:00,16-Sep-2020,9,Autumn
2020,USA,swimming,M,48,no,2020-09-16 00:00:00,16-Sep-2020,9,Autumn
2020,USA,surfing,M,15,no,2020-09-15 00:00:00,15-Sep-2020,9,Autumn
2020,USA,surfing,M,25,no,2020-09-15 00:00:00,15-Sep-2020,9,Autumn
2020,USA,fishing,M,54,no,2020-09-08 00:00:00,08-Sep-2020,9,Autumn
2020,AUSTRALIA,surfing,M,46,yes,2020-09-07 00:00:00,07-Sep-2020,9,Autumn
2020,USA,snorkeling,F,70,no,2020-09-06 00:00:00,06-Sep-2020,9,Autumn
2020,USA,,M,,no,2020-09-02 00:00:00,02-Sep-2020,9,Autumn
2020,AUSTRALIA,fishing,,,no,2020-08-30 00:00:00,30-Aug-2020,8,Summer
2020,USA,surfing,M,12,no,2020-08-30 00:00:00,30-Aug-2020,8,Summer
2020,USA,fishing,M,,no,2020-08-28 00:00:00,28-Aug-2020,8,Summer
2020,USA,standing,M,23,no,2020-08-23 00:00:00,23-Aug-2020,8,Summer
2020,USA,surfing,M,14,no,2020-08-22 00:00:00,22-Aug-2020,8,Summer
2020,USA,boogie boarding,F,50,no,2020-08-20 00:00:00,20-Aug-2020,8,Summer
2020,USA,wading,F,,no,2020-08-19 00:00:00,19-Aug-2020,8,Summer
2020,AUSTRALIA,surfing,F,35,no,2020-08-14 00:00:00,14-Aug-2020,8,Summer
2020,USA,fishing,M,55,no,2020-08-10 00:00:00,10-Aug-2020,8,Summer
2020,USA,snorkeling,F,,no,2020-08-02 00:00:00,02-Aug-2020,8,Summer
2020,USA,surfing,M,54,no,2020-08-01 00:00:00,01-Aug-2020,8,Summer
2020,USA,surfing,F,22,no,2020-07-31 00:00:00,31-Jul-2020,7,Summer
2020,USA,swimming,M,14,no,2020-07-31 00:00:00,31-Jul-2020,7,Summer
2020,AUSTRALIA,surfing,M,28,no,2020-07-31 00:00:00,31-Jul-2020,7,Summer
2020,USA,diving,M,38,no,2020-07-29 00:00:00,29-Jul-2020,7,Summer
2020,AUSTRALIA,sightseeing,,,unknown,2020-07-29 00:00:00,29-Jul-2020,7,Summer
2020,FRENCH POLYNESIA,swimming,M,4,no,2020-07-27 00:00:00,27-Jul-2020,7,Summer
2020,USA,swimming,F,63,yes,2020-07-27 00:00:00,27-Jul-2020,7,Summer
2020,USA,fishing,M,23,no,2020-07-23 00:00:00,23-Jul-2020,7,Summer
2020,USA,standing,M,11,no,2020-07-23 00:00:00,23-Jul-2020,7,Summer
2020,USA,treading water,M,,no,2020-07-22 00:00:00,22-Jul-2020,7,Summer
2020,USA,wading,F,12,no,2020-07-19 00:00:00,19-Jul-2020,7,Summer
2020,AUSTRALIA,fishing,M,10,no,2020-07-17 00:00:00,17-Jul-2020,7,Summer
2020,USA,wading,F,14,no,2020-07-14 00:00:00,14-Jul-2020,7,Summer
2020,AUSTRALIA,snorkeling,F,29,no,2020-07-13 00:00:00,13-Jul-2020,7,Summer
2020,AUSTRALIA,surfing,M,15,yes,2020-07-11 00:00:00,11-Jul-2020,7,Summer
2020,AUSTRALIA,fishing,M,36,yes,2020-07-04 00:00:00,04-Jul-2020,7,Summer
2020,USA,playing,M,7,no,2020-06-22 00:00:00,22-Jun-2020,6,Summer
2020,USA,surfing,M,16,no,2020-06-20 00:00:00,20-Jun-2020,6,Summer
2020,BAHAMAS,,,,no,2020-06-20 00:00:00,20-Jun-2020,6,Summer
2020,SOUTH AFRICA,surf skiing,F,,no,2020-06-16 00:00:00,16-Jun-2020,6,Summer
2020,NEW CALEDONIA,surfing,M,30,yes,2020-06-10 00:00:00,10-Jun-2020,6,Summer
2020,AUSTRALIA,surfing,M,60,yes,2020-06-07 00:00:00,07-Jun-2020,6,Summer
2020,AUSTRALIA,,F,,unknown,2020-06-06 00:00:00,06-Jun-2020,6,Summer
2020,USA,skimboarding,M,12,no,2020-06-04 00:00:00,04-Jun-2020,6,Summer
2020,USA,surfing,M,,no,2020-06-01 00:00:00,01-Jun-2020,6,Summer
2020,BAHAMAS,fishing,M,,no,2020-05-31 00:00:00,31-May-2020,5,Spring
2020,AUSTRALIA,fishing,M,18,no,2020-05-30 00:00:00,30-May-2020,5,Spring
2020,THAILAND,playing,M,12,no,2020-05-28 00:00:00,28-May-2020,5,Spring
2020,SPAIN,playing,M,9,no,2020-05-26 00:00:00,26 May 2020,5,Spring
2020,FRENCH POLYNESIA,snorkeling,,,no,2020-05-17 00:00:00,17 May 2020,5,Spring
2020,USA,surfing,M,26,yes,2020-05-09 00:00:00,09-May-2020,5,Spring
2020,AUSTRALIA,surfing,M,,no,2020-05-08 00:00:00,08-May-2020,5,Spring
2020,USA,swimming,F,57,no,2020-05-01 00:00:00,01-May-2020,5,Spring
2020,USA,body boarding,M,16,no,2020-04-29 00:00:00,29-Apr-2020,4,Spring
2020,AUSTRALIA,swimming,F,,no,2020-04-21 00:00:00,21-Apr-2020,4,Spring
2020,USA,surfing,F,,no,2020-04-07 00:00:00,07-Apr-2020,4,Spring
2020,AUSTRALIA,swimming,M,23,yes,2020-04-06 00:00:00,06-Apr-2020,4,Spring
2020,AUSTRALIA,surfing,M,38,no,2020-04-06 00:00:00,06-Apr-2020,4,Spring
2020,USA,stand-up paddleboarding,M,Teen,no,2020-03-27 00:00:00,27-Mar-2020,3,Spring
2020,USA,surfing,M,,no,2020-03-22 00:00:00,22-Mar-2020,3,Spring
2020,USA,surfing,M,,no,2020-03-22 00:00:00,22-Mar-2020,3,Spring
2020,AUSTRALIA,,F,,no,2020-03-21 00:00:00,21-Mar-2020,3,Spring
2020,NEW ZEALAND,fishing,M,,no,2020-03-14 00:00:00,Reported 14-Mar-2020,3,Spring
2020,FIJI,fishing,M,26,no,2020-03-02 00:00:00,02-Mar-2020,3,Spring
2020,NEW ZEALAND,surfing,M,60,no,2020-02-22 00:00:00,22-Feb-2020,2,Winter
2020,USA,stand-up paddle boarding,M,,no,2020-02-05 00:00:00,05-Feb-2020,2,Winter
2010,FRENCH POLYNESIA,canoeing,M,,no,2010-02-01 00:00:00,01-Feb-2010,2,Winter
2020,BAHAMAS,floating,F,24,no,2020-01-30 00:00:00,Reported 30-Jan-2020,1,Winter
2020,AUSTRALIA,surfing,M,59,no,2020-01-17 00:00:00,17-Jan-2020,1,Winter
2020,NEW ZEALAND,surfing,F,13,no,2020-01-16 00:00:00,16-Jan-2020,1,Winter
2020,USA,surfing,M,26,no,2020-01-13 00:00:00,13-Jan-2020,1,Winter
2020,THAILAND,swimming,M,75,no,2020-01-12 00:00:00,12-Jan-2020,1,Winter
2020,AUSTRALIA,swimming,F,7,no,2020-01-07 00:00:00,07-Jan-2020,1,Winter
2020,AUSTRALIA,diving,M,57,yes,2020-01-05 00:00:00,05-Jan-2020,1,Winter
2020,NEW CALEDONIA,,M,12,no,2020-01-03 00:00:00,03-Jan-2020,1,Winter
2020,AUSTRALIA,swimming,M,21,yes,2020-01-02 00:00:00,02-Jan-2020,1,Winter
2019,AUSTRALIA,swimming,M,30s,no,2019-12-30 00:00:00,30-Dec-2019,12,Winter
2019,SEYCHELLES,swimming,F,45,no,2019-12-28 00:00:00,28-Dec-2019,12,Winter
2019,PAPUA NEW GUINEA,fishing,M,33,yes,2019-12-26 00:00:00,26-Dec-2019,12,Winter
2019,SOUTH AFRICA,surf skiing,M,,no,2019-12-26 00:00:00,26-Dec-2019,12,Winter
2019,NEW ZEALAND,boogie boarding,F,17,no,2019-12-24 00:00:00,24-Dec-2019,12,Winter
2019,USA,surfing,M,37,no,2019-12-21 00:00:00,21-Dec-2019,12,Winter
2019,AUSTRALIA,fishing,,,unknown,2019-12-20 00:00:00,20-Dec-2019,12,Winter
2019,REUNION ISLAND,kayaking,M,70,unknown,2019-12-12 00:00:00,12-Dec-2019,12,Winter
2019,AUSTRALIA,diving,M,57,no,2019-12-06 00:00:00,06-Dec-2019,12,Winter
2019,CUBA,swimming,M,22,yes,2019-12-04 00:00:00,04-Dec-2019,12,Winter
2019,USA,stand-up paddleboarding,M,57,no,2019-12-03 00:00:00,03-Dec-2019,12,Winter
2019,USA,surfing,M,9,no,2019-11-30 00:00:00,30-Nov-2019,11,Autumn
2019,AUSTRALIA,snorkeling,M,30,no,2019-11-30 00:00:00,30-Nov-2019,11,Autumn
2019,AUSTRALIA,fishing,M,38,unknown,2019-11-23 00:00:00,23-Nov-2019,11,Autumn
2019,MEXICO,fishing,M,,no,2019-11-23 00:00:00,23-Nov-2019,11,Autumn
2019,ISRAEL,snorkeling,M,,no,2019-11-22 00:00:00,22-Nov-2019,11,Autumn
2019,FRENCH POLYNESIA,feeding sharks,M,9,no,2019-11-14 00:00:00,14-Nov-2019,11,Autumn
2019,USA,surfing,M,30,no,2019-11-12 00:00:00,12-Nov-2019,11,Autumn
2019,MEXICO,snorkeling,M,23,no,2019-11-11 00:00:00,11-Nov-2019,11,Autumn
2019,SOUTH AFRICA,fishing,M,,no,2019-11-09 00:00:00,09-Nov-2019,11,Autumn
2019,USA,surfing,F,,no,2019-11-06 00:00:00,06-Nov-2019,11,Autumn
2019,REUNION ISLAND,snorkeling,M,44,yes,2019-11-02 00:00:00,02-Nov-2019,11,Autumn
2019,AUSTRALIA,snorkeling,M,28 & 22,no,2019-10-29 00:00:00,29-Oct-2019,10,Autumn
2019,USA,surfing,M,32,no,2019-10-27 00:00:00,27-Oct-2019,10,Autumn
2019,USA,fishing,M,,no,2019-10-25 00:00:00,25-Oct-2019,10,Autumn
2019,FRENCH POLYNESIA,snorkeling,F,35,unknown,2019-10-21 00:00:00,21-Oct-2019,10,Autumn
2019,AUSTRALIA,surfing,M,17,no,2019-10-17 00:00:00,17-Oct-2019,10,Autumn
2019,USA,surfing,M,20,no,2019-10-08 00:00:00,08-Oct-2019,10,Autumn
2019,AUSTRALIA,surfing,M,29,no,2019-10-05 00:00:00,05-Oct-2019,10,Autumn
2019,USA,kayaking,M,51,no,2019-10-05 00:00:00,05-Oct-2019,10,Autumn
2019,USA,surfing,M,,no,2019-10-04 00:00:00,Reported 04-Oct-2019,10,Autumn
2019,AUSTRALIA,fishing,M,45,no,2019-09-28 00:00:00,28-Sep-2019,9,Autumn
2019,USA,surfing,F,,no,2019-09-26 00:00:00,26-Sep-2019,9,Autumn
2019,USA,swimming,M,,no,2019-09-24 00:00:00,24-Sep-2019,9,Autumn
2019,USA,surfing,M,13,no,2019-09-24 00:00:00,24-Sep-2019,9,Autumn
2019,USA,snorkeling,,"22, 57, 31",no,2019-09-18 00:00:00,18-Sep-2019,9,Autumn
2019,USA,,F,22,no,2019-09-15 00:00:00,15-Sep-2019,9,Autumn
2019,AUSTRALIA,fishing,M,,no,2019-09-07 00:00:00,07-Sep-2019,9,Autumn
2019,USA,fishing,M,70,no,2019-08-31 00:00:00,31-Aug-2019,8,Summer
2019,USA,,M,60s,no,2019-08-31 00:00:00,31-Aug-2019,8,Summer
2019,USA,surfing,M,40,no,2019-08-27 00:00:00,27-Aug-2019,8,Summer
2019,USA,wading,M,11,no,2019-08-21 00:00:00,21-Aug-2019,8,Summer
2019,USA,swimming,F,26,no,2019-08-20 00:00:00,20-Aug-2019,8,Summer
2019,FIJI,fishing,M,32,no,2019-08-16 00:00:00,16-Aug-2019,8,Summer
2019,USA,wading,M,9,no,2019-08-16 00:00:00,16-Aug-2019,8,Summer
2019,USA,surfing,M,16,no,2019-08-11 00:00:00,11-Aug-2019,8,Summer
2019,USA,standing,M,51,no,2019-08-04 00:00:00,04-Aug-2019,8,Summer
2019,USA,surfing,F,21,no,2019-08-03 00:00:00,03-Aug-2019,8,Summer
2019,USA,surfing,M,20,no,2019-08-03 00:00:00,03-Aug-2019,8,Summer
2019,USA,diving,M,37,no,2019-08-03 00:00:00,03-Aug-2019,8,Summer
2019,USA,swimming,M,49,no,2019-07-29 00:00:00,29-Jul-2019,7,Summer
2019,USA,fishing,M,,no,2019-07-30 00:00:00,30-Jul-2019,7,Summer
2019,USA,surfing,M,18,no,2019-07-29 00:00:00,29-Jul-2019,7,Summer
2019,AUSTRALIA,snorkeling,F,,unknown,2019-07-28 00:00:00,28-Jul-2019,7,Summer
2019,USA,boogie boarding,M,49,no,2019-07-27 00:00:00,27-Jul-2019,7,Summer
2019,USA,surfing,M,23,no,2019-07-27 00:00:00,27-Jul-2019,7,Summer
2019,USA,surfing,M,18,no,2019-07-22 00:00:00,22-Jul-2019,7,Summer
2019,USA,diving,,,unknown,2019-07-18 00:00:00,18-Jul-2019,7,Summer
2019,NEW ZEALAND,diving,M,45,no,2019-07-17 00:00:00,Reported 17-Jul-2019,7,Summer
2019,USA,surfing,F,,no,2019-07-16 00:00:00,16-Jul-2019,7,Summer
2019,USA,boogie boarding,F,16,no,2019-07-12 00:00:00,12-Jul-2019,7,Summer
2019,SOUTH AFRICA,surfing,M,20's,no,2019-07-10 00:00:00,10-Jul-2019,7,Summer
2019,AUSTRALIA,paddle boarding,M,43,no,2019-07-09 00:00:00,09-Jul-2019,7,Summer
2019,MEXICO,fishing,M,,no,2019-07-06 00:00:00,06-Jul-2019,7,Summer
2019,BAHAMAS,snorkeling,M,32,no,2019-07-04 00:00:00,04-Jul-2019,7,Summer
2019,USA,surfing,M,18,no,2019-06-30 00:00:00,30-Jun-2019,6,Summer
2019,BAHAMAS,snorkeling,F,21,yes,2019-06-26 00:00:00,26-Jun-2019,6,Summer
2019,BAHAMAS,fishing,M,,no,2019-06-21 00:00:00,21-Jun-2019,6,Summer
2019,USA,swimming,M,8,no,2019-06-16 00:00:00,16-Jun-2019,6,Summer
2019,BAHAMAS,snorkeling,M,50,unknown,2019-06-17 00:00:00,17-Jun-2019,6,Summer
2019,USA,swimming,M,64,no,2019-06-16 00:00:00,16-Jun-2019,6,Summer
2019,USA,surfing,M,19,no,2019-06-10 00:00:00,10-Jun-2019,6,Summer
2019,AUSTRALIA,diving,M,,no,2019-06-06 00:00:00,Reported 06-Jun-2019,6,Summer
2019,AUSTRALIA,surfing,M,,no,2019-06-05 00:00:00,05-Jun-2019,6,Summer
2019,USA,standing,F,17,no,2019-06-02 00:00:00,02-Jun-2019,6,Summer
2019,NEW CALEDONIA,fishing,M,43,yes,2019-05-29 00:00:00,29-May-2019,5,Spring
2019,USA,swimming,M,65,yes,2019-05-25 00:00:00,25-May-2019,5,Spring
2019,NEW CALEDONIA,swimming,M,10,no,2019-05-25 00:00:00,25-May-2019,5,Spring
2019,USA,body boarding,M,67,no,2019-05-20 00:00:00,20-May-2019,5,Spring
2019,FIJI,diving,M,,no,2019-05-17 00:00:00,17-May-2019,5,Spring
2019,USA,surfing,M,,no,2019-05-14 00:00:00,14-May-2019,5,Spring
2019,AUSTRALIA,surfing,M,53,no,2019-05-14 00:00:00,14-May-2019,5,Spring
2018,REUNION ISLAND,surfing,M,28,yes,2018-05-09 00:00:00,09-May-2018,5,Spring
2019,USA,swimming,F,34,no,2019-05-08 00:00:00,08-May-2019,5,Spring
2019,USA,surfing,F,28,no,2019-05-07 00:00:00,07-May-2019,5,Spring
2019,BRAZIL,fishing,M,12,no,2019-05-04 00:00:00,04-May-2019,5,Spring
2019,USA,fishing,M,,no,2019-05-01 00:00:00,01-May-2019,5,Spring
2019,AUSTRALIA,fishing,M,18,no,2019-04-27 00:00:00,Reported 27-Apr-2019,4,Spring
2019,USA,kayaking,F,65,no,2019-04-23 00:00:00,23-Apr-2019,4,Spring
2019,USA,,M,25,no,2019-04-21 00:00:00,21-Apr-2019,4,Spring
2019,USA,boogie boarding,F,10,no,2019-04-12 00:00:00,12-Apr-2019,4,Spring
2019,USA,picking opihi,M,58,no,2019-04-06 00:00:00,06-Apr-2019,4,Spring
2019,USA,swimming,M,23,no,2019-04-06 00:00:00,06-Apr-2019,4,Spring
2019,CHINA,diving,F,,no,2019-04-05 00:00:00,05-Apr-2019,4,Spring
2019,USA,paddling an outrigger canoe,M,74,no,2019-03-26 00:00:00,26-Mar-2019,3,Spring
2019,AUSTRALIA,swimming,M,25,no,2019-03-25 00:00:00,25-Mar-2019,3,Spring
2019,USA,surfing,M,46,no,2019-03-22 00:00:00,22-Mar-2019,3,Spring
2019,MEXICO,swimming,M,32,no,2019-03-21 00:00:00,21-Mar-2019,3,Spring
2019,USA,swimming,M,58,no,2019-03-16 00:00:00,16-Mar-2019,3,Spring
2019,USA,boogie boarding,M,11,no,2019-03-12 00:00:00,12-Mar-2019,3,Spring
2019,USA,surfing,M,,no,2019-03-05 00:00:00,05-Mar-2019,3,Spring
2019,SOUTH AFRICA,fishing,M,46,no,2019-03-05 00:00:00,05-Mar-2019,3,Spring
2018,USA,surfing,M,,no,2018-02-18 00:00:00,18-Feb-2018,2,Winter
2019,AUSTRALIA,surfing,M,41,no,2019-02-17 00:00:00,17-Feb-2019,2,Winter
2019,BRAZIL,surfing,M,31,no,2019-02-14 00:00:00,14-Feb-2019,2,Winter
2019,AUSTRALIA,fishing,M,25,no,2019-02-10 00:00:00,10-Feb-2019,2,Winter
2019,USA,surfing,M,,no,2019-02-04 00:00:00,04-Feb-2019,2,Winter
2019,AUSTRALIA,surfing,M,50,no,2019-02-04 00:00:00,04-Feb-2019,2,Winter
2019,SOUTH AFRICA,fishing,M,,no,2019-02-02 00:00:00,02-Feb-2019,2,Winter
2019,USA,fishing,M,50,no,2019-02-02 00:00:00,02-Feb-2019,2,Winter
2019,REUNION ISLAND,fishing,M,41,yes,2019-01-30 00:00:00,30-Jan-2019,1,Winter
2019,NEW ZEALAND,boogie boarding,F,17,no,2019-01-29 00:00:00,29-Jan-2019,1,Winter
2019,AUSTRALIA,swimming,F,15,no,2019-01-14 00:00:00,14-Jan-2019,1,Winter
2019,AUSTRALIA,wading,F,9 & 60,no,2019-01-10 00:00:00,10-Jan-2019,1,Winter
2019,USA,surfing,M,19,no,2019-01-08 00:00:00,8-Jan-2019,1,Winter
2018,MEXICO,diving,M,35,yes,2018-12-18 00:00:00,18-Dec-2018,12,Winter
2018,AUSTRALIA,,M,48,no,2018-12-15 00:00:00,15-Dec-2018,12,Winter
2018,NEW ZEALAND,fishing,M,24,no,2018-12-15 00:00:00,15-Dec-2018,12,Winter
2018,NEW ZEALAND,fishing,M,50,no,2018-12-09 00:00:00,09-Dec-2018,12,Winter
2018,AUSTRALIA,surfing,M,36,no,2018-12-09 00:00:00,09-Dec-2018,12,Winter
2018,AUSTRALIA,surfing,M,20s,no,2018-11-28 00:00:00,28-Nov-2018,11,Autumn
2018,USA,surfing,M,48,no,2018-11-24 00:00:00,24-Nov-2018,11,Autumn
2018,AUSTRALIA,fishing,M,17,no,2018-11-18 00:00:00,18-Nov-2018,11,Autumn
2018,AUSTRALIA,surfing,M,24,no,2018-11-17 00:00:00,17-Nov-2018,11,Autumn
2018,AUSTRALIA,kayaking,M,31,no,2018-11-14 00:00:00,14-Nov-2018,11,Autumn
2018,SOUTH AFRICA,fishing,M,41,no,2018-11-11 00:00:00,11-Nov-2018,11,Autumn
2018,AUSTRALIA,body boarding,M,20,no,2018-11-11 00:00:00,11-Nov-2018,11,Autumn
2018,BAHAMAS,swimming,M,8,no,2018-11-09 00:00:00,09-Nov-2018,11,Autumn
2018,AUSTRALIA,surfing,M,42,no,2018-11-07 00:00:00,07-Nov-2018,11,Autumn
2018,AUSTRALIA,swimming,M,33,yes,2018-11-05 00:00:00,05-Nov-2018,11,Autumn
2018,EGYPT,diving,M,,no,2018-11-03 00:00:00,03-Nov-2018,11,Autumn
2018,AUSTRALIA,surfing,M,,no,2018-10-24 00:00:00,24-Oct-2018,10,Autumn
2018,USA,surfing,F,,no,2018-10-23 00:00:00,23-Oct-2018,10,Autumn
2018,USA,surfing,M,29,no,2018-10-23 00:00:00,23-Oct-2018,10,Autumn
2018,USA,diving,M,,no,2018-10-23 00:00:00,23-Oct-2018,10,Autumn
2018,AUSTRALIA,surfing,M,50,no,2018-10-19 00:00:00,19-Oct-2018,10,Autumn
2018,NEW ZEALAND,surfing,M,25,no,2018-10-19 00:00:00,19-Oct-2018,10,Autumn
2018,SAMOA,surf skiing,M,,no,2018-10-16 00:00:00,Reported 16-Oct-2018,10,Autumn
2018,AUSTRALIA,fishing,M,,no,2018-10-13 00:00:00,13-Oct-2018,10,Autumn
2018,USA,surfing,F,,no,2018-10-11 00:00:00,11-Oct-2018,10,Autumn
2018,AUSTRALIA,fishing,M,55,no,2018-10-08 00:00:00,08-Oct-2018,10,Autumn
2018,USA,diving,M,13,no,2018-09-29 00:00:00,29-Sep-2018,9,Autumn
2018,AUSTRALIA,,M,17,no,2018-09-28 00:00:00,28-Sep-2018,9,Autumn
2018,USA,fishing,M,55,no,2018-09-27 00:00:00,27-Sep-2018,9,Autumn
